time/s	<I>/mA	Ewe/V	
27/08/2025 11:04:35.2421	6,710735429382318E+000	-2,1308069E-003
27/08/2025 11:04:36.2421	6,707564972114568E+000	-1,9971081E-003
27/08/2025 11:04:37.2421	6,706420517444599E+000	-2,2263059E-003
27/08/2025 11:04:38.2421	6,701375767612461E+000	-2,1117069E-003
27/08/2025 11:04:39.2421	6,696703811645477E+000	-2,1690065E-003
27/08/2025 11:04:40.2421	6,685895242977125E+000	-1,9971081E-003
27/08/2025 11:04:41.2421	6,683591466331478E+000	-2,0735073E-003
27/08/2025 11:04:42.2421	6,677237779426576E+000	-2,2072061E-003
27/08/2025 11:04:43.2421	6,672782350158691E+000	-2,1117069E-003
27/08/2025 11:04:44.2421	6,670227051830292E+000	-2,1881063E-003
27/08/2025 11:04:45.2421	6,665679518508910E+000	-2,1117069E-003
27/08/2025 11:04:46.2421	6,666132226562496E+000	-2,1690065E-003
27/08/2025 11:04:47.2421	6,663051249980910E+000	-2,1117069E-003
27/08/2025 11:04:48.2421	6,661391835689535E+000	-2,1308069E-003
27/08/2025 11:04:49.2421	6,652342984485614E+000	-2,1308069E-003
27/08/2025 11:04:50.2421	6,649349897003162E+000	-2,0162079E-003
27/08/2025 11:04:51.2421	6,645143666362770E+000	-2,1499067E-003
27/08/2025 11:04:52.2421	6,639230446147906E+000	-2,0926071E-003
27/08/2025 11:04:53.2421	6,638402991104122E+000	-2,2454057E-003
27/08/2025 11:04:54.2421	6,640085951232905E+000	-2,0926071E-003
27/08/2025 11:04:55.2421	6,631885364341727E+000	-2,1308069E-003
27/08/2025 11:04:56.2421	6,627566637325288E+000	-2,1117069E-003
27/08/2025 11:04:57.2421	6,623101756572719E+000	-2,0735073E-003
27/08/2025 11:04:58.2421	6,614874545001967E+000	-2,0544075E-003
27/08/2025 11:04:59.2421	6,613016665172573E+000	-2,1308069E-003
27/08/2025 11:05:00.2421	6,607280178356170E+000	-2,0735073E-003
27/08/2025 11:05:01.2421	6,602044887924194E+000	-2,1308069E-003
27/08/2025 11:05:02.2421	6,598832804012289E+000	-2,1308069E-003
27/08/2025 11:05:03.2421	6,592806520652772E+000	-2,1499067E-003
27/08/2025 11:05:04.2421	6,588459110069266E+000	-2,1499067E-003
27/08/2025 11:05:05.2421	6,588543772697420E+000	-2,1881063E-003
27/08/2025 11:05:06.2421	6,579551937389368E+000	-2,1690065E-003
27/08/2025 11:05:07.2421	6,573284518241884E+000	-2,1308069E-003
27/08/2025 11:05:08.2421	6,571845142364509E+000	-2,1499067E-003
27/08/2025 11:05:09.2421	6,568660494899746E+000	-2,1117069E-003
27/08/2025 11:05:10.2421	6,562851327514636E+000	-2,2072061E-003
27/08/2025 11:05:11.2421	6,558035020160659E+000	-2,0926071E-003
27/08/2025 11:05:12.2421	6,551298740386954E+000	-2,0926071E-003
27/08/2025 11:05:13.2421	6,547621283817289E+000	-2,1117069E-003
27/08/2025 11:05:14.2421	6,543313527107237E+000	-2,1308069E-003
27/08/2025 11:05:15.2421	6,540350434494019E+000	-2,0735073E-003
27/08/2025 11:05:16.2421	6,538771822834008E+000	-2,1690065E-003
27/08/2025 11:05:17.2421	6,533339337730411E+000	-2,1690065E-003
27/08/2025 11:05:18.2421	6,527488573551167E+000	-2,2072061E-003
27/08/2025 11:05:19.2421	6,525103613853453E+000	-2,1308069E-003
27/08/2025 11:05:20.2421	6,522766487312317E+000	-2,0353077E-003
27/08/2025 11:05:21.2421	6,516685172462445E+000	-2,1308069E-003
27/08/2025 11:05:22.2421	6,517240502262116E+000	-2,1117069E-003
27/08/2025 11:05:23.2421	6,511700306034072E+000	-2,1499067E-003
27/08/2025 11:05:24.2421	6,506711573791499E+000	-2,1308069E-003
27/08/2025 11:05:25.2421	6,503678900432583E+000	-2,1117069E-003
27/08/2025 11:05:26.2421	6,496613525104522E+000	-2,1117069E-003
27/08/2025 11:05:27.2421	6,488039311981197E+000	-2,0735073E-003
27/08/2025 11:05:28.2421	6,485422020339968E+000	-2,1690065E-003
27/08/2025 11:05:29.2421	6,483319333457942E+000	-2,1499067E-003
27/08/2025 11:05:30.2421	6,480612150955196E+000	-2,2454057E-003
27/08/2025 11:05:31.2421	6,480064734840383E+000	-2,0735073E-003
27/08/2025 11:05:32.2421	6,479572911262508E+000	-2,1690065E-003
27/08/2025 11:05:33.2421	6,467827811527251E+000	-2,1308069E-003
27/08/2025 11:05:34.2421	6,465087590217578E+000	-2,1499067E-003
27/08/2025 11:05:35.2421	6,462947078418722E+000	-2,1499067E-003
27/08/2025 11:05:36.2421	6,456012804985043E+000	-2,1499067E-003
27/08/2025 11:05:37.2421	6,450544040203084E+000	-2,1881063E-003
27/08/2025 11:05:38.2421	6,441945435047153E+000	-2,0926071E-003
27/08/2025 11:05:39.2421	6,446729968166352E+000	-2,1499067E-003
27/08/2025 11:05:40.2421	6,443809840202334E+000	-2,1690065E-003
27/08/2025 11:05:41.2421	6,434868621158600E+000	-2,2454057E-003
27/08/2025 11:05:42.2421	6,432514252281187E+000	-2,0544075E-003
27/08/2025 11:05:43.2421	6,425541118621808E+000	-1,9971081E-003
27/08/2025 11:05:44.2421	6,421009419155112E+000	-2,1881063E-003
27/08/2025 11:05:45.2421	6,420338484668733E+000	-2,1308069E-003
27/08/2025 11:05:46.2421	6,416589837646477E+000	-2,0544075E-003
27/08/2025 11:05:47.2421	6,411644540405270E+000	-2,1499067E-003
27/08/2025 11:05:48.2421	6,409267247200006E+000	-2,0735073E-003
27/08/2025 11:05:49.2421	6,404447709751125E+000	-2,0353077E-003
27/08/2025 11:05:50.2421	6,396121477890015E+000	-2,1117069E-003
27/08/2025 11:05:51.2421	6,392387284374237E+000	-2,0926071E-003
27/08/2025 11:05:52.2421	6,388378761100753E+000	-2,2072061E-003
27/08/2025 11:05:53.2421	6,383549142932893E+000	-2,0162079E-003
27/08/2025 11:05:54.2421	6,378289225482940E+000	-2,0926071E-003
27/08/2025 11:05:55.2421	6,372675102519977E+000	-2,1499067E-003
27/08/2025 11:05:56.2421	6,367359599971770E+000	-1,9971081E-003
27/08/2025 11:05:57.2421	6,361789386177051E+000	-2,1308069E-003
27/08/2025 11:05:58.2421	6,357569504356377E+000	-2,0735073E-003
27/08/2025 11:05:59.2421	6,357904003906246E+000	-2,1881063E-003
27/08/2025 11:06:00.2421	6,349714381122581E+000	-2,0735073E-003
27/08/2025 11:06:01.2421	6,346028867244712E+000	-2,0735073E-003
27/08/2025 11:06:02.2421	6,350425097942349E+000	-2,1881063E-003
27/08/2025 11:06:03.2421	6,347548874950405E+000	-2,1499067E-003
27/08/2025 11:06:04.2421	6,344005567264556E+000	-2,1499067E-003
27/08/2025 11:06:05.2421	6,338774854850755E+000	-2,0544075E-003
27/08/2025 11:06:06.2421	6,332736919879913E+000	-2,0926071E-003
27/08/2025 11:06:07.2421	6,329528441238395E+000	-2,0926071E-003
27/08/2025 11:06:08.2421	6,328231749820709E+000	-2,1117069E-003
27/08/2025 11:06:09.2421	6,322330099868765E+000	-2,1117069E-003
27/08/2025 11:06:10.2421	6,318267043590538E+000	-2,0735073E-003
